Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,Ryerson University,Associate professor,10th Percentile (dollars),v113289354,1.47.5.5,124750.0
2016/2017,Canada,Ryerson University,Associate professor,90th Percentile (dollars),v113289355,1.47.5.6,172525.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Total teaching staff,v113289356,1.47.6.1,39.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Teaching staff excluded,v113289357,1.47.6.2,x
2016/2017,Canada,Ryerson University,With senior administrative duties,Average (dollars),v113289358,1.47.6.3,173050.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Median (dollars),v113289359,1.47.6.4,172325.0
2016/2017,Canada,Ryerson University,With senior administrative duties,10th Percentile (dollars),v113289360,1.47.6.5,153800.0
2016/2017,Canada,Ryerson University,With senior administrative duties,90th Percentile (dollars),v113289361,1.47.6.6,193650.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Total teaching staff,v113289362,1.47.7.1,384.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Teaching staff excluded,v113289363,1.47.7.2,9.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Average (dollars),v113289364,1.47.7.3,145800.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Median (dollars),v113289365,1.47.7.4,145650.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,10th Percentile (dollars),v113289366,1.47.7.5,122450.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,90th Percentile (dollars),v113289367,1.47.7.6,168550.0
2016/2017,Canada,Ryerson University,Assistant professor,Total teaching staff,v113289368,1.47.8.1,114.0
2016/2017,Canada,Ryerson University,Assistant professor,Teaching staff excluded,v113289369,1.47.8.2,6.0
2016/2017,Canada,Ryerson University,Assistant professor,Average (dollars),v113289370,1.47.8.3,107650.0
2016/2017,Canada,Ryerson University,Assistant professor,Median (dollars),v113289371,1.47.8.4,104575.0
2016/2017,Canada,Ryerson University,Assistant professor,10th Percentile (dollars),v113289372,1.47.8.5,90500.0
2016/2017,Canada,Ryerson University,Assistant professor,90th Percentile (dollars),v113289373,1.47.8.6,130925.0
2016/2017,Canada,Ryerson University,Rank below assistant professor,Total teaching staff,v113289374,1.47.9.1,60.0
2016/2017,Canada,Ryerson University,Rank below assistant professor,Teaching staff excluded,v113289375,1.47.9.2,x
2016/2017,Canada,Ryerson University,Rank below assistant professor,Average (dollars),v113289376,1.47.9.3,92075.0
2016/2017,Canada,Ryerson University,Rank below assistant professor,Median (dollars),v113289377,1.47.9.4,90000.0
2016/2017,Canada,Ryerson University,Rank below assistant professor,10th Percentile (dollars),v113289378,1.47.9.5,84350.0
2016/2017,Canada,Ryerson University,Rank below assistant professor,90th Percentile (dollars),v113289379,1.47.9.6,101075.0
2016/2017,Canada,Ryerson University,Other teaching staff,Total teaching staff,v113289380,1.47.10.1,189.0
2016/2017,Canada,Ryerson University,Other teaching staff,Average (dollars),v113289382,1.47.10.3,72900.0
2016/2017,Canada,Ryerson University,Other teaching staff,Median (dollars),v113289383,1.47.10.4,70450.0
2016/2017,Canada,Ryerson University,Other teaching staff,10th Percentile (dollars),v113289384,1.47.10.5,52700.0
2016/2017,Canada,Ryerson University,Other teaching staff,90th Percentile (dollars),v113289385,1.47.10.6,98900.0
2016/2017,Canada,Ryerson University,All ranks combined (including deans),Total teaching staff,v113289386,1.47.11.1,1047.0
2016/2017,Canada,Ryerson University,All ranks combined (including deans),Teaching staff excluded,v113289387,1.47.11.2,18.0
2016/2017,Canada,Ryerson University,All ranks combined (including deans),Average (dollars),v113289388,1.47.11.3,135500.0
2016/2017,Canada,Ryerson University,All ranks combined (including deans),Median (dollars),v113289389,1.47.11.4,141925.0
2016/2017,Canada,Ryerson University,All ranks combined (including deans),10th Percentile (dollars),v113289390,1.47.11.5,73575.0
2016/2017,Canada,Ryerson University,All ranks combined (including deans),90th Percentile (dollars),v113289391,1.47.11.6,187850.0
2016/2017,Canada,Ryerson University,Male,Total teaching staff,v113289392,1.47.12.1,567.0
2016/2017,Canada,Ryerson University,Male,Teaching staff excluded,v113289393,1.47.12.2,6.0
2016/2017,Canada,Ryerson University,Male,Average (dollars),v113289394,1.47.12.3,141375.0
2016/2017,Canada,Ryerson University,Male,Median (dollars),v113289395,1.47.12.4,151175.0
2016/2017,Canada,Ryerson University,Male,10th Percentile (dollars),v113289396,1.47.12.5,79125.0
2016/2017,Canada,Ryerson University,Male,90th Percentile (dollars),v113289397,1.47.12.6,193450.0
2016/2017,Canada,Ryerson University,Female,Total teaching staff,v113289398,1.47.13.1,480.0
2016/2017,Canada,Ryerson University,Female,Teaching staff excluded,v113289399,1.47.13.2,15.0
2016/2017,Canada,Ryerson University,Female,Average (dollars),v113289400,1.47.13.3,128550.0
2016/2017,Canada,Ryerson University,Female,Median (dollars),v113289401,1.47.13.4,134725.0
2016/2017,Canada,Ryerson University,Female,10th Percentile (dollars),v113289402,1.47.13.5,69200.0
2016/2017,Canada,Ryerson University,Female,90th Percentile (dollars),v113289403,1.47.13.6,178250.0
2016/2017,Canada,University of Toronto - Including medical dental,Full professor,Total teaching staff,v114648516,1.48.2.1,966.0
2016/2017,Canada,University of Toronto - Including medical dental,Full professor,Teaching staff excluded,v114648517,1.48.2.2,33.0
2016/2017,Canada,University of Toronto - Including medical dental,Full professor,Average (dollars),v114648518,1.48.2.3,203125.0
2016/2017,Canada,University of Toronto - Including medical dental,Full professor,Median (dollars),v114648519,1.48.2.4,191650.0
2016/2017,Canada,University of Toronto - Including medical dental,Full professor,10th Percentile (dollars),v114648520,1.48.2.5,166000.0
2016/2017,Canada,University of Toronto - Including medical dental,Full professor,90th Percentile (dollars),v114648521,1.48.2.6,254175.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Total teaching staff,v114648522,1.48.3.1,105.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Teaching staff excluded,v114648523,1.48.3.2,21.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Average (dollars),v114648524,1.48.3.3,219075.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Median (dollars),v114648525,1.48.3.4,207900.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,10th Percentile (dollars),v114648526,1.48.3.5,179300.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,90th Percentile (dollars),v114648527,1.48.3.6,281325.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Total teaching staff,v114648528,1.48.4.1,861.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Teaching staff excluded,v114648529,1.48.4.2,9.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Average (dollars),v114648530,1.48.4.3,201150.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Median (dollars),v114648531,1.48.4.4,189225.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v114648532,1.48.4.5,164900.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v114648533,1.48.4.6,251950.0
2016/2017,Canada,University of Toronto - Including medical dental,Associate professor,Total teaching staff,v114648534,1.48.5.1,723.0
2016/2017,Canada,University of Toronto - Including medical dental,Associate professor,Teaching staff excluded,v114648535,1.48.5.2,12.0
2016/2017,Canada,University of Toronto - Including medical dental,Associate professor,Average (dollars),v114648536,1.48.5.3,158125.0
2016/2017,Canada,University of Toronto - Including medical dental,Associate professor,Median (dollars),v114648537,1.48.5.4,155450.0
2016/2017,Canada,University of Toronto - Including medical dental,Associate professor,10th Percentile (dollars),v114648538,1.48.5.5,129825.0
2016/2017,Canada,University of Toronto - Including medical dental,Associate professor,90th Percentile (dollars),v114648539,1.48.5.6,185475.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Total teaching staff,v114648540,1.48.6.1,51.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Average (dollars),v114648542,1.48.6.3,178625.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,Median (dollars),v114648543,1.48.6.4,174650.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,10th Percentile (dollars),v114648544,1.48.6.5,143525.0
2016/2017,Canada,University of Toronto - Including medical dental,With senior administrative duties,90th Percentile (dollars),v114648545,1.48.6.6,208350.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Total teaching staff,v114648546,1.48.7.1,672.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Teaching staff excluded,v114648547,1.48.7.2,12.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Average (dollars),v114648548,1.48.7.3,156550.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,Median (dollars),v114648549,1.48.7.4,153400.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v114648550,1.48.7.5,128825.0
2016/2017,Canada,University of Toronto - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v114648551,1.48.7.6,182450.0
2016/2017,Canada,University of Toronto - Including medical dental,Assistant professor,Total teaching staff,v114648552,1.48.8.1,495.0
2016/2017,Canada,University of Toronto - Including medical dental,Assistant professor,Teaching staff excluded,v114648553,1.48.8.2,6.0
2016/2017,Canada,University of Toronto - Including medical dental,Assistant professor,Average (dollars),v114648554,1.48.8.3,121550.0
2016/2017,Canada,University of Toronto - Including medical dental,Assistant professor,Median (dollars),v114648555,1.48.8.4,111400.0
2016/2017,Canada,University of Toronto - Including medical dental,Assistant professor,10th Percentile (dollars),v114648556,1.48.8.5,94425.0
2016/2017,Canada,University of Toronto - Including medical dental,Assistant professor,90th Percentile (dollars),v114648557,1.48.8.6,159175.0
2016/2017,Canada,University of Toronto - Including medical dental,Rank below assistant professor,Total teaching staff,v114648558,1.48.9.1,432.0
2016/2017,Canada,University of Toronto - Including medical dental,Rank below assistant professor,Teaching staff excluded,v114648559,1.48.9.2,x
2016/2017,Canada,University of Toronto - Including medical dental,Rank below assistant professor,Average (dollars),v114648560,1.48.9.3,120800.0
2016/2017,Canada,University of Toronto - Including medical dental,Rank below assistant professor,Median (dollars),v114648561,1.48.9.4,119825.0
2016/2017,Canada,University of Toronto - Including medical dental,Rank below assistant professor,10th Percentile (dollars),v114648562,1.48.9.5,90025.0
2016/2017,Canada,University of Toronto - Including medical dental,Rank below assistant professor,90th Percentile (dollars),v114648563,1.48.9.6,149575.0
2016/2017,Canada,University of Toronto - Including medical dental,All ranks combined (including deans),Total teaching staff,v114648570,1.48.11.1,2643.0
